x,y,type,temp,stress
0,0.144665461,tensile,300,0
0,1.012658228,,,
7.69E-06,2.025316456,,,
1.54E-05,2.893309222,,,
2.31E-05,3.471971067,,,
3.08E-05,4.339963834,,,
3.08E-05,5.2079566,,,
3.85E-05,5.641952984,,,
4.62E-05,6.365280289,,,
5.38E-05,7.233273056,,,
5.38E-05,7.377938517,,,
5.38E-05,7.811934901,,,
5.38E-05,8.245931284,,,
5.38E-05,8.96925859,,,
5.38E-05,9.692585895,,,
6.15E-05,10.27124774,,,
6.92E-05,11.28390597,,,
6.92E-05,12.2965642,,,
6.92E-05,12.73056058,,,
6.92E-05,13.59855335,,,
6.92E-05,14.61121157,,,
6.92E-05,15.18987342,,,
8.46E-05,16.63652803,,,
0.0001,17.64918626,,,
0.000123077,18.95117541,,,
0.000123077,19.09584087,,,
0.000123077,19.67450271,,,
0.000123077,20.39783002,,,
0.000123077,21.26582278,,,
0.000115385,22.27848101,,,
0.000107692,23.58047016,,,
0.000107692,25.02712477,,,
0.000115385,25.75045208,,,
0.000123077,26.32911392,,,
0.000130769,27.920434,,,
0.000146154,29.51175407,,,
0.000153846,30.5244123,,,
0.000176923,33.70705244,,,
0.000176923,34.28571429,,,
0.000176923,34.86437613,,,
0.000184615,35.44303797,,,
0.000184615,35.44303797,,,
0.000161538,32.69439421,,,
0.000161538,32.69439421,,,
0.000169231,35.29837251,,,
0.000176923,35.87703436,,,
0.000184615,36.60036166,,,
0.000184615,36.74502712,,,
0.000184615,37.61301989,,,
0.000184615,37.90235081,,,
0.000184615,38.62567812,,,
0.000192308,41.95298373,,,
0.000207692,42.38698011,,,
0.000184615,41.08499096,,,
0.000176923,40.79566004,,,
0.000176923,39.92766727,,,
0.0002,42.38698011,,,
0.000207692,42.53164557,,,
0.000215385,43.5443038,,,
0.000223077,44.41229656,,,
0.000223077,45.28028933,,,
0.000223077,45.42495479,,,
0.000230769,46.1482821,,,
0.000230769,46.8716094,,,
0.000261538,49.4755877,,,
0.000269231,49.90958409,,,
0.000238462,48.60759494,,,
0.000238462,48.46292948,,,
0.000253846,49.90958409,,,
0.000269231,50.34358047,,,
0.000269231,50.48824593,,,
0.000292308,51.21157324,,,
0.000315385,52.80289331,,,
0.000315385,52.80289331,,,
0.000384615,54.24954792,,,
0.000384615,54.24954792,,,
0.000446154,54.97287523,,,
0.000507692,55.84086799,,,
0.000569231,56.70886076,,,
0.000623077,57.2875226,,,
0.000653846,57.57685353,,,
0.0007,58.01084991,,,
0.000723077,58.30018083,,,
0.000746154,58.58951175,,,
0.000807692,59.1681736,,,
0.000823077,59.31283906,,,
0.000907692,60.61482821,,,
0.000915385,60.75949367,,,
0.001007692,61.62748644,,,
0.000984615,61.33815552,,,
0.001046154,61.04882459,,,
0.0011,61.33815552,,,
0.001030769,61.04882459,,,
0.001076923,61.19349005,,,
0.001130769,61.62748644,,,
0.001230769,62.64014467,,,
0.001246154,63.07414105,,,
0.001192308,62.4954792,,,
0.001138462,61.7721519,,,
0.001269231,63.07414105,,,
0.001323077,63.50813743,,,
0.0014,64.23146474,,,
0.0013,63.50813743,,,
0.001392308,64.23146474,,,
0.001469231,64.66546112,,,
0.0015,65.0994575,,,
0.001523077,65.38878843,,,
0.001546154,65.67811935,,,
0.001576923,65.82278481,,,
0.001692308,66.54611212,,,
0.001630769,66.69077758,,,
0.001630769,66.54611212,,,
0.001730769,68.13743219,,,
0.001584615,66.83544304,,,
0.001715385,67.55877034,,,
0.001753846,67.84810127,,,
0.0018,68.42676311,,,
0.001838462,68.71609403,,,
0.001969231,69.72875226,,,
0.001823077,68.71609403,,,
0.001876923,68.86075949,,,
0.001923077,69.15009042,,,
0.001953846,69.5840868,,,
0.002015385,70.01808318,,,
0.002030769,70.16274864,,,
0.002092308,70.59674503,,,
0.0021,70.59674503,,,
0.002107692,70.88607595,,,
0.002138462,71.17540687,,,
0.002169231,71.32007233,,,
0.002176923,71.46473779,,,
0.002238462,71.89873418,,,
0.002292308,72.76672694,,,
0.002307692,72.91139241,,,
0.002369231,73.49005425,,,
0.002384615,73.63471971,,,
0.002461538,74.50271248,,,
0.002476923,74.50271248,,,
0.002484615,74.64737794,,,
0.002569231,75.37070524,,,
0.002569231,75.37070524,,,
0.002684615,75.94936709,,,
0.002692308,75.94936709,,,
0.002815385,76.52802893,,,
0.002769231,76.81735986,,,
0.002753846,76.81735986,,,
0.0028,77.10669078,,,
0.002823077,77.25135624,,,
0.002853846,77.3960217,,,
0.002876923,77.68535262,,,
0.002907692,77.68535262,,,
0.002976923,78.26401447,,,
0.002976923,78.26401447,,,
0.003084615,79.42133816,,,
0.003015385,79.13200723,,,
0.003076923,79.27667269,,,
0.003107692,79.71066908,,,
0.003115385,80,,,
0.003130769,80.14466546,,,
0.003184615,80.72332731,,,
0.003184615,80.72332731,,,
0.003230769,81.01265823,,,
0.003253846,81.01265823,,,
0.003276923,81.30198915,,,
0.003346154,81.59132007,,,
0.003353846,81.59132007,,,
0.003469231,82.45931284,,,
0.003430769,82.16998192,,,
0.003415385,82.02531646,,,
0.003515385,82.74864376,,,
0.003523077,82.89330922,,,
0.003653846,83.61663653,,,
0.003669231,83.61663653,,,
0.003584615,82.89330922,,,
0.003676923,83.61663653,,,
0.003723077,83.90596745,,,
0.003838462,84.77396022,,,
0.003838462,84.77396022,,,
0.003776923,84.19529837,,,
0.003846154,84.77396022,,,
0.003953846,85.78661844,,,
0.003830769,85.06329114,,,
0.003923077,85.2079566,,,
0.003969231,85.49728752,,,
0.004030769,86.07594937,,,
0.004053846,86.22061483,,,
0.0041,86.50994575,,,
0.004123077,86.65461121,,,
0.004161538,86.79927667,,,
0.004207692,87.23327306,,,
0.004215385,87.37793852,,,
0.004261538,87.66726944,,,
0.004315385,87.95660036,,,
0.004338462,87.95660036,,,
0.004369231,88.24593128,,,
0.004384615,88.39059675,,,
0.004453846,88.82459313,,,
0.004469231,88.96925859,,,
0.004492308,89.25858951,,,
0.004530769,89.6925859,,,
0.004592308,90.12658228,,,
0.004607692,90.27124774,,,
0.004638462,90.56057866,,,
0.004746154,91.28390597,,,
0.004761538,91.28390597,,,
0.004984615,92.58589512,,,
0.004961538,92.58589512,,,
0.004846154,91.71790235,,,
0.004761538,91.57323689,,,
0.004676923,91.28390597,,,
0.004676923,91.28390597,,,
0.004838462,91.71790235,,,
0.004884615,91.86256781,,,
0.0049,92.00723327,,,
0.004930769,92.00723327,,,
